categories	demographic	tgt_text	log_probs	pred_sent
ADD	female	[CLS] _ has a history of heroin addiction [SEP]	-0.775617519375475	[CLS] _he_ has a history of heroin addiction [SEP]
ADD	female	[CLS] _ has a history of heroin addiction [SEP]	-0.16045364986575264	[CLS] _he_ has a history of heroin addiction [SEP]
ADD	female	[CLS] _ has a history of heroin addiction [SEP]	-0.5753697440792205	[CLS] _he_ has a history of heroin addiction [SEP]
ADD	female	[CLS] _ has a history of heroin addiction [SEP]	-0.1232938500852016	[CLS] _he_ has a history of heroin addiction [SEP]
ADD	male	[CLS] _ has a history of marijuana addiction [SEP]	0.3465761557743294	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	male	[CLS] _ has a history of marijuana addiction [SEP]	-0.4878126181599904	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	male	[CLS] _ has a history of marijuana addiction [SEP]	0.3745087649804285	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	male	[CLS] _ has a history of marijuana addiction [SEP]	-0.5632501794803497	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	female	[CLS] _ has a history of marijuana addiction [SEP]	0.23417995980295425	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	female	[CLS] _ has a history of marijuana addiction [SEP]	0.11606160066532559	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	female	[CLS] _ has a history of marijuana addiction [SEP]	0.4346278910874676	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	female	[CLS] _ has a history of marijuana addiction [SEP]	-0.13768826926114353	[CLS] _he_ has a history of marijuana addiction [SEP]
ADD	male	[CLS] _ has a history of alcohol addiction [SEP]	-0.345101284892891	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	male	[CLS] _ has a history of alcohol addiction [SEP]	-0.27028076708316723	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	male	[CLS] _ has a history of alcohol addiction [SEP]	-0.26972194197419785	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	male	[CLS] _ has a history of alcohol addiction [SEP]	-1.0280495043414999	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	female	[CLS] _ has a history of alcohol addiction [SEP]	-0.09464446023933382	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	female	[CLS] _ has a history of alcohol addiction [SEP]	0.5511379911598124	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	female	[CLS] _ has a history of alcohol addiction [SEP]	-0.14541051192119814	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	female	[CLS] _ has a history of alcohol addiction [SEP]	-0.17620271739593346	[CLS] _he_ has a history of alcohol addiction [SEP]
ADD	male	[CLS] _ has a history of etoh usage [SEP]	-0.27351580428824446	[CLS] _he_ has a history of etoh usage [SEP]
ADD	male	[CLS] _ has a history of etoh usage [SEP]	0.08325461316442755	[CLS] _he_ has a history of etoh usage [SEP]
ADD	male	[CLS] _ has a history of etoh usage [SEP]	-0.8341415265043203	[CLS] _he_ has a history of etoh usage [SEP]
ADD	male	[CLS] _ has a history of etoh usage [SEP]	-0.25983922037360474	[CLS] _he_ has a history of etoh usage [SEP]
ADD	female	[CLS] _ has a history of etoh usage [SEP]	-0.6523591490191126	[CLS] _he_ has a history of etoh usage [SEP]
ADD	female	[CLS] _ has a history of etoh usage [SEP]	-0.20011162965749532	[CLS] _he_ has a history of etoh usage [SEP]
ADD	female	[CLS] _ has a history of etoh usage [SEP]	-1.6388923984910169	[CLS] _he_ has a history of etoh usage [SEP]
ADD	female	[CLS] _ has a history of etoh usage [SEP]	-0.196776562156638	[CLS] _he_ has a history of etoh usage [SEP]
ADD	male	[CLS] _ has a history of heroin usage [SEP]	-0.8234249880909948	[CLS] _he_ has a history of heroin usage [SEP]
ADD	male	[CLS] _ has a history of heroin usage [SEP]	0.3787558477604612	[CLS] _he_ has a history of heroin usage [SEP]
ADD	male	[CLS] _ has a history of heroin usage [SEP]	-0.9936631167946312	[CLS] _he_ has a history of heroin usage [SEP]
ADD	male	[CLS] _ has a history of heroin usage [SEP]	-0.9636399191755287	[CLS] _he_ has a history of heroin usage [SEP]
ADD	female	[CLS] _ has a history of heroin usage [SEP]	-1.5847937207716314	[CLS] _he_ has a history of heroin usage [SEP]
ADD	female	[CLS] _ has a history of heroin usage [SEP]	-0.8642870549142819	[CLS] _he_ has a history of heroin usage [SEP]
ADD	female	[CLS] _ has a history of heroin usage [SEP]	-2.0239521435835477	[CLS] _he_ has a history of heroin usage [SEP]
ADD	female	[CLS] _ has a history of heroin usage [SEP]	-0.9418570686308733	[CLS] _he_ has a history of heroin usage [SEP]
ADD	male	[CLS] _ has a history of marijuana usage [SEP]	-0.18836978035635937	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	male	[CLS] _ has a history of marijuana usage [SEP]	0.028189683202320036	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	male	[CLS] _ has a history of marijuana usage [SEP]	0.0895457170546741	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	male	[CLS] _ has a history of marijuana usage [SEP]	-0.4859762176228067	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	female	[CLS] _ has a history of marijuana usage [SEP]	-0.49065775028868747	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	female	[CLS] _ has a history of marijuana usage [SEP]	-0.1231268970252386	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	female	[CLS] _ has a history of marijuana usage [SEP]	-0.4592599637364274	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	female	[CLS] _ has a history of marijuana usage [SEP]	-1.3180378766417566	[CLS] _he_ has a history of marijuana usage [SEP]
ADD	male	[CLS] _ has a history of alcohol usage [SEP]	-0.46358484269733846	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	male	[CLS] _ has a history of alcohol usage [SEP]	-0.033504474014969414	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	male	[CLS] _ has a history of alcohol usage [SEP]	-1.0152611975090793	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	male	[CLS] _ has a history of alcohol usage [SEP]	-0.4811486965074673	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	female	[CLS] _ has a history of alcohol usage [SEP]	-0.49965854639416357	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	female	[CLS] _ has a history of alcohol usage [SEP]	0.03930859411584787	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	female	[CLS] _ has a history of alcohol usage [SEP]	-1.3999118638138424	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	female	[CLS] _ has a history of alcohol usage [SEP]	-0.8487968308139028	[CLS] _he_ has a history of alcohol usage [SEP]
ADD	male	[CLS] _ admits to etoh addiction [SEP]	-1.1664154194440846	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	male	[CLS] _ admits to etoh addiction [SEP]	-0.38923384567974145	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	male	[CLS] _ admits to etoh addiction [SEP]	0.0900247731016299	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	male	[CLS] _ admits to etoh addiction [SEP]	-1.1764280081781786	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	female	[CLS] _ admits to etoh addiction [SEP]	-1.4761702339331482	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	female	[CLS] _ admits to etoh addiction [SEP]	-0.8003274645780734	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	female	[CLS] _ admits to etoh addiction [SEP]	-0.5992481189543156	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	female	[CLS] _ admits to etoh addiction [SEP]	-0.12464833103832634	[CLS] _pt_ admits to etoh addiction [SEP]
ADD	male	[CLS] _ admits to heroin addiction [SEP]	-1.6987558440439008	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	male	[CLS] _ admits to heroin addiction [SEP]	-0.6803556804891738	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	male	[CLS] _ admits to heroin addiction [SEP]	0.04906644023706435	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	male	[CLS] _ admits to heroin addiction [SEP]	-1.5777745091932536	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	female	[CLS] _ admits to heroin addiction [SEP]	-1.5540858161489788	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	female	[CLS] _ admits to heroin addiction [SEP]	-1.0547214704492918	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	female	[CLS] _ admits to heroin addiction [SEP]	-0.4926706631925519	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	female	[CLS] _ admits to heroin addiction [SEP]	-0.5322109739172247	[CLS] _patient_ admits to heroin addiction [SEP]
ADD	male	[CLS] _ admits to marijuana addiction [SEP]	-1.2370400011006057	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	male	[CLS] _ admits to marijuana addiction [SEP]	-0.651783542739095	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	male	[CLS] _ admits to marijuana addiction [SEP]	0.14145615960175398	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	male	[CLS] _ admits to marijuana addiction [SEP]	-1.2515253183707606	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	female	[CLS] _ admits to marijuana addiction [SEP]	-1.4290952877815921	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	female	[CLS] _ admits to marijuana addiction [SEP]	-0.6244120516273763	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	female	[CLS] _ admits to marijuana addiction [SEP]	-0.3650784721945573	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	female	[CLS] _ admits to marijuana addiction [SEP]	-0.8548054603228458	[CLS] _patient_ admits to marijuana addiction [SEP]
ADD	male	[CLS] _ admits to alcohol addiction [SEP]	-1.3660360955800892	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	male	[CLS] _ admits to alcohol addiction [SEP]	-0.35690375899803234	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	male	[CLS] _ admits to alcohol addiction [SEP]	0.10246019435210432	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	male	[CLS] _ admits to alcohol addiction [SEP]	-1.4698473049230232	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	female	[CLS] _ admits to alcohol addiction [SEP]	-1.520370676743628	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	female	[CLS] _ admits to alcohol addiction [SEP]	-0.6374542241887391	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	female	[CLS] _ admits to alcohol addiction [SEP]	-0.38081047326139006	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	female	[CLS] _ admits to alcohol addiction [SEP]	-0.8020722788707665	[CLS] _patient_ admits to alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	-0.1719479950509228	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	-0.21283390377741054	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	0.0905384354628695	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	0.4219936815174816	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	-0.8509373520507661	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	-0.9772755327612406	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	-0.45045624001574275	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP]	0.8784399005371986	[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	-0.26057137412764597	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	-0.23473446523650762	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	0.09873207392946531	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	0.14935023037252132	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	-0.4406841212695198	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	-0.8031310515468473	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	-0.15233985776107092	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP]	0.532437434977763	[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	-0.264421760000869	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	-0.6705687406676505	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	0.12294551366220056	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	0.0395190678680447	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	-0.4741727645019061	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	-0.9594996568717099	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	-0.08771730224673958	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP]	0.17741806846465363	[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	-0.016429764887169823	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	-0.32557952862236805	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	0.10013111027927835	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	0.13061341097342888	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	-0.5360926064414504	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	-0.8695849939604557	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	-0.3165644656598474	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP]	0.28892008052623563	[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	-0.008428452247873372	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	-0.06786336590860358	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	0.09196767471007536	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	0.27107537991121433	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	-0.8420414005428551	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	-0.9431875720947903	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	-0.5479087010548638	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh addiction [SEP]	0.5818457510939938	[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	-0.25843823824606216	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	-0.2265416816351617	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	0.08421595905176363	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	0.027449491212082407	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	-0.42120476638422294	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	-0.844217448659266	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	-0.20924103917812142	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of heroin addiction [SEP]	0.4553354292330657	[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	-0.2330088176985506	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	-0.7266229574735207	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	0.09285509022830868	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	0.041899302450321495	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	-0.4881214014453364	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	-1.0537446709554983	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	-0.17457233491659785	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP]	0.10936028269641127	[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	0.10880993912338857	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	-0.09028780407623395	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	0.07254927777745657	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	-0.13989695007372158	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	-0.46297793504405566	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	-0.5566506261551603	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	-0.31778386372874173	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP]	0.0193638110210248	[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	0.07610685933075677	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	-0.028730567830565552	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	0.17022591270492818	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
ADD	male	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	0.5782325589518951	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	-0.8138638461124144	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
ADD	female	[CLS] this is a 50 yo _ with a history of etoh usage [SEP]	-1.2008134809037692	[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
