model_name,dataset_name,target_name,metric_name,metric_value
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,auprc,0.67
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,log_loss,0.6193
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,acc,0.7292
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,f1,0.4217
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,TN,0.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,FP,26.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,FN,0.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,TP,70.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,class_true_count,70.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,class_false_count,26.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,specificity,0.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,pred_true_count,96.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,nsamples,96.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,pred_prevalence,1.0
baseline_clinical_BERT_1_epoch_128,pheno_first,any_acute,actual_prevalence,0.7292
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,auroc,0.4262
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,precision,0.1111
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,recall,0.2
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,auprc,0.1768
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,log_loss,0.6895
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,acc,0.5385
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,f1,0.4135
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,TN,26.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,FP,16.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,FN,8.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,TP,2.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,class_true_count,10.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,class_false_count,42.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,specificity,0.619
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,pred_true_count,18.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,nsamples,52.0
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,pred_prevalence,0.3462
baseline_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,actual_prevalence,0.1923
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,auroc,0.464
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,precision,0.7941
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,recall,0.3553
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,auprc,0.8051
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,log_loss,0.7099
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,acc,0.3846
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,f1,0.3566
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,TN,8.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,FP,7.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,FN,49.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,TP,27.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,class_true_count,76.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,class_false_count,15.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,specificity,0.5333
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,pred_true_count,34.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,nsamples,91.0
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,pred_prevalence,0.3736
baseline_clinical_BERT_1_epoch_512,pheno_all,any_acute,actual_prevalence,0.8352
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,auroc,0.4242
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,precision,0.6667
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,recall,0.0571
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,auprc,0.7066
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,log_loss,0.7225
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,acc,0.2917
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,f1,0.2595
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,TN,24.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,FP,2.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,FN,66.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,TP,4.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,class_true_count,70.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,class_false_count,26.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,specificity,0.9231
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,pred_true_count,6.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,nsamples,96.0
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,pred_prevalence,0.0625
baseline_clinical_BERT_1_epoch_512,pheno_first,any_acute,actual_prevalence,0.7292
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,auroc,0.2714
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,precision,0.1489
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,recall,0.7
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,auprc,0.1407
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,log_loss,0.7712
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,acc,0.1731
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,f1,0.1654
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,TN,2.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,FP,40.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,FN,3.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,TP,7.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,class_true_count,10.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,class_false_count,42.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,specificity,0.0476
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,pred_true_count,47.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,nsamples,52.0
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,pred_prevalence,0.9038
adv_clinical_BERT_1_epoch_512,inhosp_mort,inhosp_mort,actual_prevalence,0.1923
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,auroc,0.386
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,precision,0.8235
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,recall,0.9211
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,auprc,0.8221
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,log_loss,0.6435
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,acc,0.7692
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,f1,0.4348
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,TN,0.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,FP,15.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,FN,6.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,TP,70.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,class_true_count,76.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,class_false_count,15.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,specificity,0.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,pred_true_count,85.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,nsamples,91.0
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,pred_prevalence,0.9341
adv_clinical_BERT_1_epoch_512,pheno_all,any_acute,actual_prevalence,0.8352
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,auroc,0.5626
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,precision,0.75
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,recall,0.5143
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,auprc,0.7336
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,log_loss,0.6874
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,acc,0.5208
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,f1,0.4943
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,TN,14.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,FP,12.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,FN,34.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,TP,36.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,class_true_count,70.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,class_false_count,26.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,specificity,0.5385
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,pred_true_count,48.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,nsamples,96.0
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,pred_prevalence,0.5
adv_clinical_BERT_1_epoch_512,pheno_first,any_acute,actual_prevalence,0.7292
